Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10265,2021-07-31,2021-08-03,Second Class,CUST-1119,Noah Brown,Home Office,United States,Miami,Florida,64140,South,PROD-5265,Office Supplies,Paper,Paper Model 718,157.1,3,0.08,31.78
ORD-10266,2021-04-19,2021-04-23,Standard Class,CUST-1327,Aarav Singh,Consumer,United States,Rochester,Minnesota,19808,Central,PROD-5266,Technology,Phones,Phones Model 607,2071.61,5,0.22,329.13
ORD-10267,2021-04-05,2021-04-10,First Class,CUST-1162,Aarav Singh,Consumer,United States,Allentown,Pennsylvania,52762,East,PROD-5267,Furniture,Bookcases,Bookcases Model 326,105.03,2,0.07,33.22
ORD-10268,2021-05-14,2021-05-18,Second Class,CUST-1080,Jordan Lee,Consumer,United States,Birmingham,Alabama,31544,South,PROD-5268,Furniture,Tables,Tables Model 461,1788.81,5,0.07,576.18
ORD-10269,2021-03-25,2021-03-26,Standard Class,CUST-1232,Emily Davis,Consumer,United States,Montgomery,Alabama,70731,South,PROD-5269,Technology,Copiers,Copiers Model 272,552.14,1,0.01,149.91
ORD-10270,2021-11-06,2021-11-08,Standard Class,CUST-1168,Priya Kumar,Home Office,United States,New York,New York,21955,East,PROD-5270,Office Supplies,Paper,Paper Model 729,64.09,2,0.18,13.65
ORD-10271,2021-05-23,2021-05-25,First Class,CUST-1090,Alex Smith,Home Office,United States,Salem,Oregon,63004,West,PROD-5271,Furniture,Bookcases,Bookcases Model 876,258.29,1,0.1,52.69
ORD-10272,2021-04-10,2021-04-11,Second Class,CUST-1007,Alex Smith,Corporate,United States,Atlanta,Georgia,39135,South,PROD-5272,Furniture,Tables,Tables Model 134,186.38,1,0.17,10.96
ORD-10273,2021-06-04,2021-06-07,First Class,CUST-1039,Alex Smith,Home Office,United States,Reno,Nevada,18450,West,PROD-5273,Technology,Phones,Phones Model 203,1987.59,3,0.14,24.1
ORD-10274,2021-05-13,2021-05-14,Same Day,CUST-1026,Priya Kumar,Corporate,United States,Atlanta,Georgia,85220,South,PROD-5274,Furniture,Chairs,Chairs Model 444,157.69,1,0.03,9.42
ORD-10275,2021-05-07,2021-05-12,Standard Class,CUST-1182,Rahul Verma,Corporate,United States,Charlotte,North Carolina,34530,South,PROD-5275,Technology,Machines,Machines Model 282,372.12,1,0.27,56.2
ORD-10276,2021-04-19,2021-04-24,First Class,CUST-1256,Aarav Singh,Consumer,United States,Minneapolis,Minnesota,82179,Central,PROD-5276,Technology,Accessories,Accessories Model 491,659.92,1,0.12,193.89
ORD-10277,2021-04-16,2021-04-18,Standard Class,CUST-1330,Noah Brown,Corporate,United States,Buffalo,New York,42656,East,PROD-5277,Furniture,Furnishings,Furnishings Model 646,953.33,3,0.04,212.63
ORD-10278,2021-03-04,2021-03-09,First Class,CUST-1290,Noah Brown,Corporate,United States,Allentown,Pennsylvania,52153,East,PROD-5278,Office Supplies,Appliances,Appliances Model 398,100.17,4,0.19,10.45
ORD-10279,2021-09-06,2021-09-08,Second Class,CUST-1399,Emily Davis,Corporate,United States,Chicago,Illinois,17679,Central,PROD-5279,Technology,Accessories,Accessories Model 829,2191.04,3,0.12,384.53
ORD-10280,2021-06-30,2021-07-01,Standard Class,CUST-1337,Rahul Verma,Consumer,United States,Mobile,Alabama,44934,South,PROD-5280,Furniture,Chairs,Chairs Model 547,331.75,1,0.04,90.97
ORD-10281,2021-06-11,2021-06-12,Standard Class,CUST-1122,Olivia Garcia,Corporate,United States,Springfield,Massachusetts,51681,East,PROD-5281,Office Supplies,Binders,Binders Model 826,86.21,4,0.31,2.72
ORD-10282,2021-05-12,2021-05-18,Standard Class,CUST-1253,Noah Brown,Home Office,United States,Austin,Texas,50508,Central,PROD-5282,Office Supplies,Binders,Binders Model 180,72.86,1,0.27,18.21
ORD-10283,2021-03-28,2021-04-03,Second Class,CUST-1270,Sophia Patel,Consumer,United States,Miami,Florida,10089,South,PROD-5283,Furniture,Tables,Tables Model 340,32.28,1,0.05,1.34
ORD-10284,2021-04-07,2021-04-08,Second Class,CUST-1012,Priya Kumar,Home Office,United States,Spokane,Washington,86888,West,PROD-5284,Furniture,Bookcases,Bookcases Model 722,813.33,3,0.09,244.92
ORD-10285,2021-03-08,2021-03-10,Same Day,CUST-1301,Jordan Lee,Corporate,United States,San Diego,California,54113,West,PROD-5285,Furniture,Bookcases,Bookcases Model 310,211.91,1,0.13,28.38
ORD-10286,2021-04-13,2021-04-14,First Class,CUST-1090,Noah Brown,Home Office,United States,Chicago,Illinois,90440,Central,PROD-5286,Office Supplies,Appliances,Appliances Model 806,35.28,1,0.18,0.6
ORD-10287,2021-03-22,2021-03-23,First Class,CUST-1376,Emily Davis,Home Office,United States,Naperville,Illinois,26691,Central,PROD-5287,Furniture,Furnishings,Furnishings Model 182,245.09,2,0.15,66.05
ORD-10288,2021-10-08,2021-10-15,Standard Class,CUST-1328,Olivia Garcia,Consumer,United States,Allentown,Pennsylvania,23645,East,PROD-5288,Furniture,Bookcases,Bookcases Model 960,800.97,4,0.2,66.43
ORD-10289,2021-07-25,2021-07-28,First Class,CUST-1164,Priya Kumar,Home Office,United States,Savannah,Georgia,93386,South,PROD-5289,Furniture,Tables,Tables Model 907,45.42,1,0.11,8.07
ORD-10290,2021-05-26,2021-05-27,Standard Class,CUST-1355,Jordan Lee,Consumer,United States,Virginia Beach,Virginia,55938,East,PROD-5290,Office Supplies,Binders,Binders Model 263,60.19,1,0.03,8.03
ORD-10291,2021-04-02,2021-04-07,Standard Class,CUST-1212,Sophia Patel,Corporate,United States,New York,New York,59638,East,PROD-5291,Office Supplies,Appliances,Appliances Model 360,63.03,4,0.01,12.52
ORD-10292,2021-03-24,2021-03-26,Standard Class,CUST-1232,Jordan Lee,Home Office,United States,Orlando,Florida,14379,South,PROD-5292,Technology,Accessories,Accessories Model 302,1292.08,2,0.01,135.87
ORD-10293,2021-05-09,2021-05-12,Standard Class,CUST-1193,Priya Kumar,Consumer,United States,Virginia Beach,Virginia,19830,East,PROD-5293,Furniture,Bookcases,Bookcases Model 561,2938.1,8,0.14,762.06
ORD-10294,2021-07-29,2021-08-04,Same Day,CUST-1335,Priya Kumar,Home Office,United States,Arlington,Virginia,89602,East,PROD-5294,Office Supplies,Paper,Paper Model 912,255.56,3,0.16,12.81
ORD-10295,2021-03-09,2021-03-13,Standard Class,CUST-1210,Noah Brown,Consumer,United States,Atlanta,Georgia,80795,South,PROD-5295,Office Supplies,Binders,Binders Model 272,63.37,1,0.0,16.36
ORD-10296,2021-06-29,2021-07-01,Same Day,CUST-1079,Alex Smith,Consumer,United States,Columbus,Ohio,57294,Central,PROD-5296,Furniture,Furnishings,Furnishings Model 4,830.25,2,0.07,152.33
ORD-10297,2021-04-12,2021-04-17,Standard Class,CUST-1050,Alex Smith,Home Office,United States,Orlando,Florida,37125,South,PROD-5297,Technology,Machines,Machines Model 175,2706.26,4,0.07,366.11
ORD-10298,2021-04-21,2021-04-23,Same Day,CUST-1251,Emily Davis,Consumer,United States,Dallas,Texas,21945,Central,PROD-5298,Office Supplies,Appliances,Appliances Model 658,205.84,2,0.07,21.12
ORD-10299,2021-05-24,2021-05-30,Same Day,CUST-1023,Emily Davis,Corporate,United States,Savannah,Georgia,67637,South,PROD-5299,Office Supplies,Binders,Binders Model 477,96.03,3,0.09,8.96
ORD-10300,2021-04-03,2021-04-08,Second Class,CUST-1044,Chen Li,Home Office,United States,Aurora,Illinois,80968,Central,PROD-5300,Furniture,Tables,Tables Model 424,214.25,5,0.31,25.55
ORD-10301,2021-05-06,2021-05-11,Standard Class,CUST-1244,Emily Davis,Home Office,United States,San Francisco,California,20348,West,PROD-5301,Office Supplies,Appliances,Appliances Model 405,60.34,1,0.21,2.32
ORD-10302,2021-03-31,2021-04-04,Standard Class,CUST-1099,Priya Kumar,Corporate,United States,Boston,Massachusetts,15593,East,PROD-5302,Furniture,Tables,Tables Model 434,314.26,1,0.1,56.49
ORD-10303,2021-04-16,2021-04-18,First Class,CUST-1373,Jordan Lee,Home Office,United States,Philadelphia,Pennsylvania,21406,East,PROD-5303,Furniture,Bookcases,Bookcases Model 398,565.39,4,0.13,26.1
ORD-10304,2021-07-14,2021-07-21,Same Day,CUST-1058,Aarav Singh,Home Office,United States,Montgomery,Alabama,29613,South,PROD-5304,Office Supplies,Paper,Paper Model 152,23.6,1,0.06,3.53
ORD-10305,2021-05-27,2021-05-31,Same Day,CUST-1136,Aarav Singh,Consumer,United States,Rochester,New York,95824,East,PROD-5305,Office Supplies,Storage,Storage Model 498,198.08,4,0.09,34.73
ORD-10306,2021-07-14,2021-07-21,Same Day,CUST-1020,Aarav Singh,Corporate,United States,Miami,Florida,53449,South,PROD-5306,Office Supplies,Binders,Binders Model 708,210.25,2,0.09,44.47
ORD-10307,2021-04-12,2021-04-16,Second Class,CUST-1173,Emily Davis,Corporate,United States,San Diego,California,50756,West,PROD-5307,Office Supplies,Storage,Storage Model 288,70.25,1,0.01,3.51
ORD-10308,2021-06-30,2021-07-02,First Class,CUST-1138,Aarav Singh,Consumer,United States,Miami,Florida,89295,South,PROD-5308,Office Supplies,Appliances,Appliances Model 662,128.09,3,0.28,28.05
ORD-10309,2021-02-28,2021-03-01,First Class,CUST-1029,Noah Brown,Consumer,United States,Cambridge,Massachusetts,30836,East,PROD-5309,Office Supplies,Appliances,Appliances Model 68,121.03,3,0.11,30.8
ORD-10310,2021-05-24,2021-05-25,Standard Class,CUST-1099,Rahul Verma,Home Office,United States,Minneapolis,Minnesota,17553,Central,PROD-5310,Technology,Phones,Phones Model 256,331.19,1,0.08,47.14
ORD-10311,2021-07-05,2021-07-11,First Class,CUST-1189,Sophia Patel,Corporate,United States,Philadelphia,Pennsylvania,76207,East,PROD-5311,Technology,Accessories,Accessories Model 407,1640.91,2,0.07,314.28
ORD-10312,2021-02-27,2021-03-03,Standard Class,CUST-1243,Olivia Garcia,Corporate,United States,New York,New York,82264,East,PROD-5312,Office Supplies,Appliances,Appliances Model 359,70.4,1,0.12,10.14
ORD-10313,2021-04-12,2021-04-15,First Class,CUST-1015,Aarav Singh,Home Office,United States,Aurora,Illinois,16507,Central,PROD-5313,Technology,Phones,Phones Model 167,778.9,2,0.01,118.51
ORD-10314,2021-05-24,2021-05-28,First Class,CUST-1334,Aarav Singh,Consumer,United States,Tacoma,Washington,77276,West,PROD-5314,Technology,Accessories,Accessories Model 21,385.09,1,0.08,93.51
ORD-10315,2021-08-04,2021-08-08,Standard Class,CUST-1130,Olivia Garcia,Home Office,United States,Philadelphia,Pennsylvania,50037,East,PROD-5315,Furniture,Chairs,Chairs Model 730,342.8,1,0.23,-5.65
ORD-10316,2021-04-16,2021-04-20,Standard Class,CUST-1239,Emily Davis,Corporate,United States,Saint Paul,Minnesota,98761,Central,PROD-5316,Office Supplies,Storage,Storage Model 534,178.05,4,0.01,51.34
ORD-10317,2021-06-27,2021-07-04,First Class,CUST-1153,Jordan Lee,Home Office,United States,Miami,Florida,73142,South,PROD-5317,Technology,Copiers,Copiers Model 66,1833.79,2,0.13,56.74
ORD-10318,2021-09-13,2021-09-19,First Class,CUST-1097,Priya Kumar,Corporate,United States,Cincinnati,Ohio,77802,Central,PROD-5318,Office Supplies,Storage,Storage Model 784,152.13,3,0.25,32.84
ORD-10319,2021-06-30,2021-07-01,Standard Class,CUST-1370,Alex Smith,Corporate,United States,San Diego,California,95904,West,PROD-5319,Technology,Copiers,Copiers Model 510,2444.06,4,0.01,606.98
ORD-10320,2021-05-08,2021-05-14,Standard Class,CUST-1176,Rahul Verma,Corporate,United States,Cleveland,Ohio,99957,Central,PROD-5320,Office Supplies,Paper,Paper Model 548,161.53,5,0.17,42.99
ORD-10321,2021-06-15,2021-06-21,First Class,CUST-1050,Sophia Patel,Corporate,United States,Mobile,Alabama,26769,South,PROD-5321,Furniture,Tables,Tables Model 759,572.24,2,0.14,134.83
ORD-10322,2021-04-15,2021-04-21,Standard Class,CUST-1182,Rahul Verma,Corporate,United States,Naperville,Illinois,50250,Central,PROD-5322,Technology,Phones,Phones Model 431,3115.08,6,0.21,550.49
ORD-10323,2021-05-26,2021-05-27,Second Class,CUST-1241,Alex Smith,Home Office,United States,Cleveland,Ohio,93151,Central,PROD-5323,Office Supplies,Appliances,Appliances Model 598,71.24,4,0.09,16.95
ORD-10324,2021-05-11,2021-05-12,First Class,CUST-1212,Alex Smith,Home Office,United States,Philadelphia,Pennsylvania,29762,East,PROD-5324,Furniture,Furnishings,Furnishings Model 141,132.46,1,0.03,13.97
ORD-10325,2021-06-13,2021-06-17,First Class,CUST-1367,Priya Kumar,Home Office,United States,Salem,Oregon,20592,West,PROD-5325,Office Supplies,Binders,Binders Model 500,37.33,1,0.19,5.42
ORD-10326,2021-04-25,2021-05-01,Same Day,CUST-1141,Rahul Verma,Home Office,United States,Aurora,Illinois,32099,Central,PROD-5326,Furniture,Chairs,Chairs Model 591,282.46,1,0.25,60.41
ORD-10327,2021-06-17,2021-06-20,Same Day,CUST-1207,Aarav Singh,Consumer,United States,Las Vegas,Nevada,72573,West,PROD-5327,Technology,Machines,Machines Model 393,1095.26,5,0.19,79.1
ORD-10328,2021-04-25,2021-05-02,Second Class,CUST-1165,Noah Brown,Consumer,United States,Rochester,New York,34979,East,PROD-5328,Technology,Copiers,Copiers Model 19,623.25,3,0.16,36.94
ORD-10329,2021-07-24,2021-07-31,Standard Class,CUST-1053,Aarav Singh,Home Office,United States,Boston,Massachusetts,75973,East,PROD-5329,Office Supplies,Storage,Storage Model 603,67.53,1,0.0,15.44
ORD-10330,2021-04-30,2021-05-01,Same Day,CUST-1373,Noah Brown,Consumer,United States,Chicago,Illinois,88167,Central,PROD-5330,Office Supplies,Storage,Storage Model 537,250.13,4,0.02,68.1
ORD-10331,2021-02-15,2021-02-17,First Class,CUST-1385,Rahul Verma,Consumer,United States,Rochester,Minnesota,31611,Central,PROD-5331,Office Supplies,Appliances,Appliances Model 971,340.04,4,0.01,60.09
ORD-10332,2021-03-26,2021-03-28,Standard Class,CUST-1376,Alex Smith,Consumer,United States,Miami,Florida,87292,South,PROD-5332,Technology,Accessories,Accessories Model 517,1772.66,3,0.06,228.51
ORD-10333,2021-05-22,2021-05-24,Same Day,CUST-1328,Emily Davis,Home Office,United States,San Francisco,California,80088,West,PROD-5333,Technology,Phones,Phones Model 639,850.45,2,0.17,253.3
ORD-10334,2021-10-07,2021-10-12,Second Class,CUST-1354,Jordan Lee,Consumer,United States,Rochester,New York,64627,East,PROD-5334,Technology,Phones,Phones Model 455,1933.44,3,0.13,60.28
ORD-10335,2021-07-20,2021-07-24,Standard Class,CUST-1356,Alex Smith,Corporate,United States,Tampa,Florida,49467,South,PROD-5335,Office Supplies,Binders,Binders Model 431,23.18,1,0.22,5.24
ORD-10336,2021-02-10,2021-02-12,Same Day,CUST-1054,Noah Brown,Home Office,United States,Arlington,Virginia,90962,East,PROD-5336,Technology,Accessories,Accessories Model 121,541.15,1,0.08,141.31
ORD-10337,2021-03-06,2021-03-10,First Class,CUST-1268,Rahul Verma,Corporate,United States,Houston,Texas,56913,Central,PROD-5337,Furniture,Tables,Tables Model 721,728.79,2,0.08,162.01
ORD-10338,2021-08-16,2021-08-18,Standard Class,CUST-1353,Sophia Patel,Consumer,United States,Birmingham,Alabama,53332,South,PROD-5338,Technology,Machines,Machines Model 241,2205.41,4,0.23,330.85
ORD-10339,2021-07-05,2021-07-08,Standard Class,CUST-1047,Noah Brown,Consumer,United States,Rochester,New York,19836,East,PROD-5339,Furniture,Furnishings,Furnishings Model 741,1398.34,5,0.2,232.24
ORD-10340,2021-12-11,2021-12-15,First Class,CUST-1238,Alex Smith,Consumer,United States,Arlington,Virginia,23082,East,PROD-5340,Office Supplies,Storage,Storage Model 833,111.28,3,0.1,25.84
ORD-10341,2021-04-23,2021-04-25,Same Day,CUST-1379,Jordan Lee,Corporate,United States,San Francisco,California,22451,West,PROD-5341,Technology,Copiers,Copiers Model 872,2500.08,6,0.04,542.66
ORD-10342,2021-04-02,2021-04-09,First Class,CUST-1184,Sophia Patel,Home Office,United States,New York,New York,91501,East,PROD-5342,Technology,Accessories,Accessories Model 275,2103.03,3,0.11,409.98
ORD-10343,2021-05-25,2021-05-26,Same Day,CUST-1234,Emily Davis,Consumer,United States,Virginia Beach,Virginia,60556,East,PROD-5343,Furniture,Furnishings,Furnishings Model 707,735.41,4,0.09,165.79
ORD-10344,2021-04-22,2021-04-26,Second Class,CUST-1082,Jordan Lee,Consumer,United States,Greensboro,North Carolina,64529,South,PROD-5344,Furniture,Tables,Tables Model 934,445.79,1,0.25,82.09
ORD-10345,2021-08-07,2021-08-14,Second Class,CUST-1351,Priya Kumar,Home Office,United States,Charlotte,North Carolina,73318,South,PROD-5345,Office Supplies,Storage,Storage Model 943,208.62,3,0.03,18.33
ORD-10346,2021-04-20,2021-04-27,First Class,CUST-1336,Chen Li,Corporate,United States,Orlando,Florida,11620,South,PROD-5346,Furniture,Chairs,Chairs Model 722,1403.18,5,0.27,148.11
ORD-10347,2021-05-04,2021-05-11,Same Day,CUST-1339,Rahul Verma,Home Office,United States,Eugene,Oregon,73167,West,PROD-5347,Technology,Phones,Phones Model 355,593.69,1,0.2,24.29
ORD-10348,2021-03-27,2021-04-01,Standard Class,CUST-1259,Sophia Patel,Home Office,United States,Augusta,Georgia,74990,South,PROD-5348,Furniture,Chairs,Chairs Model 891,1760.44,6,0.19,495.17
ORD-10349,2021-07-15,2021-07-16,First Class,CUST-1026,Noah Brown,Corporate,United States,San Francisco,California,39190,West,PROD-5349,Furniture,Bookcases,Bookcases Model 564,2277.88,3,0.0,388.53
ORD-10350,2021-03-30,2021-03-31,Same Day,CUST-1046,Sophia Patel,Consumer,United States,Charlotte,North Carolina,68598,South,PROD-5350,Office Supplies,Appliances,Appliances Model 324,175.39,3,0.02,38.4
ORD-10351,2021-06-18,2021-06-24,Same Day,CUST-1212,Alex Smith,Home Office,United States,Allentown,Pennsylvania,83024,East,PROD-5351,Furniture,Chairs,Chairs Model 563,868.5,2,0.07,38.73
ORD-10352,2021-10-28,2021-11-02,Standard Class,CUST-1336,Sophia Patel,Home Office,United States,Rochester,New York,54676,East,PROD-5352,Technology,Copiers,Copiers Model 373,1251.16,2,0.05,374.46
ORD-10353,2021-02-23,2021-03-02,First Class,CUST-1367,Sophia Patel,Corporate,United States,Cambridge,Massachusetts,24945,East,PROD-5353,Technology,Machines,Machines Model 100,730.59,1,0.13,54.33
ORD-10354,2021-09-19,2021-09-20,First Class,CUST-1360,Jordan Lee,Corporate,United States,San Francisco,California,16000,West,PROD-5354,Technology,Copiers,Copiers Model 919,3404.94,4,0.02,1168.48
ORD-10355,2021-06-08,2021-06-09,Second Class,CUST-1131,Olivia Garcia,Home Office,United States,Las Vegas,Nevada,35679,West,PROD-5355,Technology,Machines,Machines Model 193,541.52,1,0.13,81.5
ORD-10356,2021-03-20,2021-03-27,Second Class,CUST-1388,Aarav Singh,Corporate,United States,Philadelphia,Pennsylvania,16094,East,PROD-5356,Furniture,Bookcases,Bookcases Model 949,247.59,1,0.08,11.71
ORD-10357,2021-05-28,2021-06-04,Same Day,CUST-1003,Noah Brown,Home Office,United States,Pittsburgh,Pennsylvania,16366,East,PROD-5357,Technology,Accessories,Accessories Model 567,376.88,1,0.03,68.49
ORD-10358,2021-07-12,2021-07-14,Standard Class,CUST-1054,Aarav Singh,Consumer,United States,Greensboro,North Carolina,96182,South,PROD-5358,Technology,Accessories,Accessories Model 615,973.05,2,0.07,312.27
ORD-10359,2021-04-05,2021-04-07,First Class,CUST-1204,Chen Li,Home Office,United States,Saint Paul,Minnesota,48557,Central,PROD-5359,Technology,Accessories,Accessories Model 464,857.75,2,0.07,230.3
ORD-10360,2021-06-22,2021-06-26,First Class,CUST-1365,Noah Brown,Home Office,United States,Spokane,Washington,92913,West,PROD-5360,Technology,Copiers,Copiers Model 223,453.84,1,0.0,57.61
ORD-10361,2021-09-28,2021-10-02,Standard Class,CUST-1364,Priya Kumar,Home Office,United States,Tacoma,Washington,76046,West,PROD-5361,Office Supplies,Storage,Storage Model 556,32.73,2,0.24,-0.11
ORD-10362,2021-04-20,2021-04-24,First Class,CUST-1217,Alex Smith,Home Office,United States,Dallas,Texas,78515,Central,PROD-5362,Office Supplies,Appliances,Appliances Model 110,152.35,4,0.04,45.31
ORD-10363,2021-03-27,2021-03-29,Standard Class,CUST-1137,Priya Kumar,Consumer,United States,Philadelphia,Pennsylvania,47567,East,PROD-5363,Technology,Phones,Phones Model 700,505.02,1,0.09,96.98
ORD-10364,2021-05-13,2021-05-20,Second Class,CUST-1184,Sophia Patel,Home Office,United States,Chicago,Illinois,23432,Central,PROD-5364,Office Supplies,Binders,Binders Model 631,95.0,2,0.13,5.15
ORD-10365,2021-05-24,2021-05-28,Second Class,CUST-1196,Aarav Singh,Home Office,United States,Las Vegas,Nevada,64600,West,PROD-5365,Technology,Copiers,Copiers Model 980,6408.26,8,0.04,1181.36
ORD-10366,2021-08-12,2021-08-13,Same Day,CUST-1116,Chen Li,Home Office,United States,Houston,Texas,87120,Central,PROD-5366,Office Supplies,Binders,Binders Model 560,142.85,2,0.02,8.73
ORD-10367,2021-05-11,2021-05-13,Standard Class,CUST-1089,Noah Brown,Corporate,United States,Spokane,Washington,25643,West,PROD-5367,Furniture,Chairs,Chairs Model 387,4.9,1,0.02,1.28
ORD-10368,2021-04-25,2021-04-29,Standard Class,CUST-1300,Emily Davis,Home Office,United States,Pittsburgh,Pennsylvania,10739,East,PROD-5368,Office Supplies,Binders,Binders Model 339,305.29,6,0.18,27.53
ORD-10369,2021-03-26,2021-03-27,First Class,CUST-1252,Olivia Garcia,Consumer,United States,Atlanta,Georgia,82110,South,PROD-5369,Office Supplies,Paper,Paper Model 367,125.0,3,0.22,35.1
ORD-10370,2021-02-27,2021-03-03,Standard Class,CUST-1213,Noah Brown,Consumer,United States,Arlington,Virginia,80390,East,PROD-5370,Furniture,Chairs,Chairs Model 414,479.97,2,0.18,104.87
ORD-10371,2021-03-13,2021-03-16,First Class,CUST-1185,Emily Davis,Consumer,United States,Richmond,Virginia,38632,East,PROD-5371,Technology,Copiers,Copiers Model 974,122.68,1,0.23,28.52
ORD-10372,2021-03-13,2021-03-20,Standard Class,CUST-1329,Olivia Garcia,Home Office,United States,Miami,Florida,91412,South,PROD-5372,Office Supplies,Appliances,Appliances Model 250,27.84,4,0.06,4.68
ORD-10373,2021-05-04,2021-05-11,First Class,CUST-1013,Noah Brown,Consumer,United States,Virginia Beach,Virginia,59146,East,PROD-5373,Office Supplies,Storage,Storage Model 527,55.69,1,0.05,5.23
ORD-10374,2021-03-05,2021-03-09,First Class,CUST-1264,Jordan Lee,Corporate,United States,Charlotte,North Carolina,22577,South,PROD-5374,Technology,Accessories,Accessories Model 172,5619.42,6,0.26,230.1
ORD-10375,2021-05-17,2021-05-20,Same Day,CUST-1054,Rahul Verma,Home Office,United States,New York,New York,80484,East,PROD-5375,Technology,Accessories,Accessories Model 849,1529.26,2,0.11,329.56
ORD-10376,2021-10-25,2021-10-29,Same Day,CUST-1368,Chen Li,Home Office,United States,Tampa,Florida,14965,South,PROD-5376,Furniture,Chairs,Chairs Model 90,628.66,3,0.01,70.8
ORD-10377,2021-08-15,2021-08-21,Standard Class,CUST-1133,Aarav Singh,Corporate,United States,New York,New York,60860,East,PROD-5377,Technology,Phones,Phones Model 462,404.96,1,0.14,37.95
ORD-10378,2021-05-04,2021-05-10,Second Class,CUST-1329,Olivia Garcia,Consumer,United States,Raleigh,North Carolina,18288,South,PROD-5378,Office Supplies,Paper,Paper Model 775,70.8,1,0.12,8.79
ORD-10379,2022-01-17,2022-01-24,First Class,CUST-1311,Jordan Lee,Home Office,United States,Buffalo,New York,46899,East,PROD-5379,Furniture,Bookcases,Bookcases Model 784,154.21,1,0.11,41.72
ORD-10380,2021-05-24,2021-05-29,Standard Class,CUST-1274,Rahul Verma,Home Office,United States,Raleigh,North Carolina,27875,South,PROD-5380,Furniture,Furnishings,Furnishings Model 765,114.46,1,0.15,8.07
ORD-10381,2021-06-03,2021-06-09,Second Class,CUST-1284,Noah Brown,Consumer,United States,Mobile,Alabama,28530,South,PROD-5381,Office Supplies,Storage,Storage Model 127,238.66,4,0.06,26.49
ORD-10382,2021-05-11,2021-05-17,First Class,CUST-1108,Chen Li,Home Office,United States,Rochester,New York,37752,East,PROD-5382,Office Supplies,Paper,Paper Model 423,106.29,4,0.22,12.91
ORD-10383,2021-05-18,2021-05-22,Standard Class,CUST-1059,Priya Kumar,Consumer,United States,Seattle,Washington,97946,West,PROD-5383,Technology,Copiers,Copiers Model 819,1517.53,3,0.03,283.53
ORD-10384,2021-04-18,2021-04-20,Second Class,CUST-1129,Jordan Lee,Home Office,United States,Allentown,Pennsylvania,35875,East,PROD-5384,Furniture,Bookcases,Bookcases Model 744,333.51,1,0.03,60.51
ORD-10385,2021-05-05,2021-05-07,Second Class,CUST-1146,Olivia Garcia,Consumer,United States,Montgomery,Alabama,19149,South,PROD-5385,Technology,Accessories,Accessories Model 922,796.64,2,0.26,14.62
ORD-10386,2021-09-19,2021-09-22,Standard Class,CUST-1290,Olivia Garcia,Corporate,United States,Salem,Oregon,57774,West,PROD-5386,Office Supplies,Storage,Storage Model 828,35.0,1,0.05,9.91
ORD-10387,2021-08-26,2021-08-28,Standard Class,CUST-1365,Aarav Singh,Consumer,United States,Minneapolis,Minnesota,46264,Central,PROD-5387,Office Supplies,Binders,Binders Model 861,106.8,5,0.04,20.42
ORD-10388,2021-02-14,2021-02-15,Same Day,CUST-1229,Chen Li,Home Office,United States,Naperville,Illinois,50038,Central,PROD-5388,Office Supplies,Appliances,Appliances Model 499,220.73,4,0.12,6.42
ORD-10389,2021-03-09,2021-03-14,Standard Class,CUST-1276,Rahul Verma,Home Office,United States,Springfield,Massachusetts,44502,East,PROD-5389,Furniture,Bookcases,Bookcases Model 752,1986.29,10,0.11,294.87
ORD-10390,2021-04-06,2021-04-12,Same Day,CUST-1394,Olivia Garcia,Home Office,United States,New York,New York,37886,East,PROD-5390,Technology,Phones,Phones Model 929,1020.24,2,0.13,83.91
ORD-10391,2021-07-29,2021-08-03,First Class,CUST-1201,Rahul Verma,Home Office,United States,Arlington,Virginia,87280,East,PROD-5391,Office Supplies,Binders,Binders Model 751,48.69,2,0.12,4.79
ORD-10392,2021-08-28,2021-08-29,Same Day,CUST-1187,Noah Brown,Home Office,United States,Aurora,Illinois,11388,Central,PROD-5392,Technology,Phones,Phones Model 679,920.69,2,0.01,250.64
ORD-10393,2021-07-12,2021-07-18,Standard Class,CUST-1290,Olivia Garcia,Consumer,United States,Tacoma,Washington,96430,West,PROD-5393,Office Supplies,Binders,Binders Model 894,168.97,5,0.13,13.87
ORD-10394,2021-03-20,2021-03-23,Standard Class,CUST-1033,Emily Davis,Consumer,United States,Reno,Nevada,58422,West,PROD-5394,Furniture,Furnishings,Furnishings Model 240,788.16,4,0.28,-11.15
ORD-10395,2021-04-19,2021-04-20,Same Day,CUST-1024,Alex Smith,Corporate,United States,Springfield,Massachusetts,95003,East,PROD-5395,Office Supplies,Appliances,Appliances Model 332,160.34,4,0.25,7.27
ORD-10396,2021-06-24,2021-06-25,Same Day,CUST-1335,Aarav Singh,Corporate,United States,Arlington,Virginia,57880,East,PROD-5396,Technology,Accessories,Accessories Model 602,1142.1,2,0.09,346.01
ORD-10397,2021-05-05,2021-05-10,First Class,CUST-1177,Sophia Patel,Consumer,United States,Virginia Beach,Virginia,73191,East,PROD-5397,Technology,Machines,Machines Model 909,401.72,3,0.17,81.37
